Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2014/08/07, 00:08:23, -41.410625, -71.570335, 983.43,  36.00, 353, -2, 0.00, 1
2014/08/07, 00:38:23, -41.410686, -71.570343, 972.12,  828.00, 352, 0, 6.82, 1
2014/08/07, 01:09:04, -41.410679, -71.570320, 980.95,  144.00, 150, 0, 2.07, 1
2014/08/07, 01:38:54, -41.410618, -71.570313, 973.93,  0.00, 38, 0, 6.81, 1
2014/08/07, 02:08:40, -41.410610, -71.570427, 976.75,  396.00, 134, 0, 9.55, 1
2014/08/07, 02:38:27, -41.410374, -71.570435, 973.21,  252.00, 162, 0, 26.25, 1
2014/08/07, 03:08:22, -41.410610, -71.570328, 988.64,  576.00, 276, 0, 27.72, 1
2014/08/07, 03:38:40, -41.410580, -71.570274, 1012.11,  1116.00, 208, 0, 5.60, 1
2014/08/07, 04:12:26, -41.410702, -71.570404, 953.89,  360.00, 217, 0, 17.37, 1
2014/08/07, 04:42:38, -41.410686, -71.570251, 969.72,  1008.00, 40, 0, 12.88, 1
2014/08/07, 05:18:35, -41.410683, -71.570267, 982.27,  648.00, 348, 0, 1.38, 1
2014/08/07, 06:03:09, -41.410618, -71.570320, 964.32,  612.00, 146, 0, 8.47, 1
2014/08/07, 06:32:42, -41.410805, -71.570313, 1009.16,  396.00, 0, 0, 20.80, 1
2014/08/07, 07:02:13, -41.410625, -71.570343, 969.58,  0.00, 0, 0, 20.17, 1
2014/08/07, 07:31:51, -41.410526, -71.570213, 989.45,  144.00, 47, 0, 15.45, 1
2014/08/07, 08:01:48, -41.410225, -71.569725, 990.02,  1044.00, 40, 0, 52.69, 1
2014/08/07, 08:33:59, -41.410629, -71.570335, 976.68,  684.00, 228, 0, 67.87, 1
2014/08/07, 09:24:16, -41.410622, -71.569084, 979.49,  180.00, 149, 0, 104.33, 1
2014/08/07, 09:54:22, -41.410534, -71.568680, 983.64,  1188.00, 97, 0, 35.08, 1
2014/08/07, 10:24:58, -41.410450, -71.569244, 975.71,  1656.00, 0, 0, 47.95, 1
2014/08/07, 11:06:52, -41.416119, -71.571373, 1005.29,  468.00, 180, 0, 654.89, 1
2014/08/07, 12:00:18, -41.419212, -71.570068, 990.55,  648.00, 253, 0, 360.73, 1
2014/08/07, 12:36:00, -41.419712, -71.570442, 969.58,  108.00, 151, 0, 63.75, 1
2014/08/07, 13:06:56, -41.419922, -71.570251, 985.68,  0.00, 8, 0, 28.26, 1
2014/08/07, 13:38:03, -41.419991, -71.570213, 982.97,  540.00, 323, 0, 8.30, 1
2014/08/07, 14:10:03, -41.419922, -71.568611, 994.80,  1368.00, 334, 0, 133.80, 1
2014/08/07, 15:16:30, -41.420532, -71.569191, 977.59,  180.00, 14, 0, 83.30, 1
2014/08/07, 15:47:36, -41.420055, -71.568886, 935.15,  1404.00, 47, 0, 58.82, 1
2014/08/07, 16:19:05, -41.420094, -71.569305, 989.33,  612.00, 273, 0, 35.21, 1
2014/08/07, 17:22:24, -41.418690, -71.569695, 1010.84,  468.00, 22, 0, 159.47, 1
2014/08/07, 17:53:19, -41.418240, -71.569221, 999.47,  1656.00, 269, 0, 63.76, 1
2014/08/07, 18:24:14, -41.418186, -71.568115, 989.36,  540.00, 72, 0, 92.42, 1
2014/08/07, 19:02:04, -41.417511, -71.567902, 990.31,  2340.00, 157, 0, 77.13, 1
2014/08/07, 19:32:37, -41.418552, -71.568008, 993.02,  1008.00, 14, 0, 116.09, 1
2014/08/07, 20:03:10, -41.418533, -71.568016, 997.52,  720.00, 41, 0, 2.22, 1
2014/08/07, 20:51:20, -41.419205, -71.567207, 1250.36,  180.00, 52, 0, 100.67, 1
2014/08/07, 21:21:22, -41.418499, -71.568115, 989.75,  0.00, 0, 0, 109.07, 1
2014/08/07, 21:51:17, -41.418514, -71.568115, 993.02,  0.00, 0, 0, 1.67, 1
2014/08/07, 22:21:12, -41.418564, -71.568039, 980.64,  576.00, 181, 0, 8.43, 1
2014/08/07, 22:51:06, -41.418533, -71.568085, 995.75,  0.00, 0, 0, 5.16, 1
2014/08/07, 23:21:38, -41.418587, -71.567963, 990.33,  540.00, 91, 0, 11.81, 1
2014/08/07, 23:59:28, -41.418560, -71.568047, 987.51,  468.00, 354, -4, 7.62, 1
2014/08/08, 00:53:17, -41.418591, -71.568138, 974.41,  396.00, 307, -2, 0.00, 1
2014/08/08, 01:23:01, -41.418629, -71.567993, 988.57,  0.00, 155, 0, 12.81, 1
2014/08/08, 01:52:39, -41.418762, -71.568230, 958.47,  180.00, 46, 0, 24.68, 1
2014/08/08, 02:22:25, -41.418831, -71.567879, 1031.82,  612.00, 12, 0, 30.26, 1
2014/08/08, 02:52:35, -41.418442, -71.568108, 1031.17,  828.00, 8, 0, 47.28, 1
2014/08/08, 03:29:39, -41.418575, -71.568024, 991.23,  144.00, 45, 0, 16.36, 1
2014/08/08, 03:59:22, -41.418545, -71.568069, 996.79,  648.00, 178, 0, 5.02, 1
2014/08/08, 04:29:05, -41.418720, -71.568062, 964.11,  504.00, 217, 0, 19.47, 1
2014/08/08, 04:59:04, -41.418602, -71.568039, 986.13,  144.00, 293, 0, 13.26, 1
2014/08/08, 05:28:41, -41.418526, -71.568100, 1002.28,  0.00, 219, 0, 9.86, 1
2014/08/08, 05:58:17, -41.418575, -71.568100, 1007.56,  756.00, 50, 0, 5.45, 1
2014/08/08, 06:27:57, -41.418587, -71.568077, 948.86,  144.00, 17, 0, 2.34, 1
2014/08/08, 06:57:33, -41.418575, -71.568016, 977.87,  324.00, 134, 0, 5.26, 1
2014/08/08, 07:27:34, -41.418556, -71.568092, 989.41,  324.00, 151, 0, 6.68, 1
2014/08/08, 07:57:09, -41.418583, -71.568047, 983.98,  0.00, 229, 0, 4.81, 1
2014/08/08, 08:26:47, -41.418541, -71.568047, 989.91,  684.00, 127, 0, 4.67, 1
2014/08/08, 08:56:28, -41.418400, -71.568405, 971.92,  612.00, 311, 0, 33.72, 1
2014/08/08, 09:26:07, -41.417782, -71.569412, 1014.59,  0.00, 51, 0, 108.50, 1
2014/08/08, 09:55:53, -41.417561, -71.570190, 1025.87,  1332.00, 190, 0, 69.37, 1
2014/08/08, 10:26:15, -41.417534, -71.570435, 1002.59,  396.00, 353, 0, 20.65, 1
2014/08/08, 10:57:04, -41.418495, -71.571030, 1002.72,  576.00, 172, 0, 117.81, 1
2014/08/08, 11:37:22, -41.417896, -71.571152, 1011.20,  216.00, 264, 0, 67.38, 1
2014/08/08, 12:08:12, -41.416668, -71.571655, 1013.25,  684.00, 113, 0, 142.84, 1
2014/08/08, 12:38:54, -41.416092, -71.573143, 1021.67,  180.00, 93, 0, 139.64, 1
2014/08/08, 13:10:32, -41.416447, -71.573265, 1018.15,  1404.00, 23, 0, 40.76, 1
2014/08/08, 14:00:55, -41.416870, -71.573479, 1017.61,  1404.00, 346, 0, 50.31, 1
2014/08/08, 14:57:34, -41.416882, -71.573616, 1027.79,  36.00, 71, 0, 11.50, 1
2014/08/08, 15:49:53, -41.415943, -71.574432, 1025.33,  1260.00, 163, 0, 124.63, 1
2014/08/08, 16:20:50, -41.415134, -71.574287, 1029.67,  0.00, 190, 0, 90.77, 1
2014/08/08, 16:52:27, -41.414101, -71.574173, 1013.19,  0.00, 218, 0, 115.26, 1
2014/08/08, 17:25:44, -41.413795, -71.573196, 1020.49,  1080.00, 156, 0, 88.29, 1
2014/08/08, 18:24:04, -41.413704, -71.572723, 1037.39,  396.00, 44, 0, 40.72, 1
2014/08/08, 18:55:05, -41.412476, -71.572800, 1019.82,  2484.00, 260, 0, 136.70, 1
2014/08/08, 19:35:35, -41.410728, -71.574730, 997.82,  432.00, 313, 0, 252.36, 1
2014/08/08, 20:23:08, -41.410717, -71.574883, 1000.71,  540.00, 185, 0, 12.82, 1
2014/08/08, 20:54:34, -41.410641, -71.574936, 994.19,  72.00, 342, 0, 9.54, 1
2014/08/08, 21:51:29, -41.411884, -71.575279, 1044.12,  756.00, 255, 0, 141.14, 1
2014/08/08, 22:34:09, -41.412926, -71.575470, 1039.98,  612.00, 179, 0, 116.95, 1
2014/08/08, 23:04:16, -41.412903, -71.575554, 1007.70,  216.00, 290, 0, 7.46, 1
2014/08/08, 23:34:35, -41.412937, -71.575409, 1010.64,  756.00, 135, -4, 12.67, 1
2014/08/09, 00:36:17, -41.412834, -71.575600, 1060.48,  936.00, 250, -2, 0.00, 1
2014/08/09, 01:06:18, -41.413002, -71.575493, 1028.21,  720.00, 192, 0, 20.70, 1
2014/08/09, 01:36:36, -41.412865, -71.575554, 1007.08,  0.00, 8, 0, 16.06, 1
2014/08/09, 02:29:06, -41.412937, -71.575516, 1013.97,  504.00, 201, 0, 8.61, 1
2014/08/09, 02:59:42, -41.412945, -71.575470, 1020.64,  324.00, 116, 0, 3.94, 1
2014/08/09, 03:41:32, -41.412941, -71.575500, 1014.93,  1584.00, 262, 0, 2.54, 1
2014/08/09, 04:36:28, -41.412941, -71.575439, 1014.38,  396.00, 73, 0, 5.09, 1
2014/08/09, 05:36:42, -41.412956, -71.575508, 1046.05,  396.00, 173, 0, 5.99, 1
2014/08/09, 06:07:01, -41.412987, -71.575485, 1022.41,  360.00, 344, 0, 3.94, 1
2014/08/09, 06:37:12, -41.413013, -71.575500, 1019.48,  216.00, 30, -4, 3.15, 1
