"","Latitude","Longitude"
"134",-41.3863111111111,-71.5657244444444
"135",-41.3863822222222,-71.5657244444444
"136",-41.3859555555556,-71.5657955555556
"137",-41.3860977777778,-71.5661511111111
"138",-41.3861688888889,-71.5658666666667
"139",-41.3861688888889,-71.5657244444444
"140",-41.3861688888889,-71.5658666666667
"141",-41.3870933333333,-71.5665777777778
"142",-41.3868088888889,-71.5652266666667
"143",-41.3872355555556,-71.5655822222222
"144",-41.3867377777778,-71.5655111111111
"145",-41.3867377777778,-71.56544
"146",-41.3863111111111,-71.5650133333333
"147",-41.3858844444444,-71.5649422222222
"148",-41.3863822222222,-71.5650844444444
"149",-41.3876622222222,-71.5660088888889
"150",-41.3878044444444,-71.5657244444444
"151",-41.3867377777778,-71.5652977777778
"152",-41.3870933333333,-71.56544
"153",-41.3880888888889,-71.5655111111111
"154",-41.3879466666667,-71.5657244444444
"155",-41.3880888888889,-71.5656533333333
"156",-41.3880888888889,-71.5655822222222
"157",-41.38816,-71.5656533333333
"158",-41.38816,-71.5656533333333
"159",-41.3884444444444,-71.56544
"160",-41.3879466666667,-71.5657244444444
"161",-41.3883022222222,-71.5656533333333
"162",-41.3887288888889,-71.5656533333333
"163",-41.3880177777778,-71.5657244444444
"164",-41.3879466666667,-71.5657244444444
"165",-41.3880177777778,-71.5653688888889
"166",-41.3878755555556,-71.5651555555555
"167",-41.3880888888889,-71.5655822222222
"168",-41.3880888888889,-71.5655822222222
"169",-41.3882311111111,-71.5655111111111
"170",-41.3883733333333,-71.56544
"171",-41.3888,-71.5652977777778
"172",-41.3891555555556,-71.5650133333333
"173",-41.39008,-71.5650133333333
"174",-41.39072,-71.5647288888889
"175",-41.3904355555556,-71.5643022222222
"176",-41.3905066666667,-71.5645866666667
"177",-41.3905777777778,-71.5645866666667
"178",-41.3904355555556,-71.5640888888889
"179",-41.3905777777778,-71.5639466666667
"180",-41.3905066666667,-71.5645155555556
"181",-41.3905777777778,-71.5645866666667
"182",-41.3905777777778,-71.5642311111111
"183",-41.3904355555556,-71.5633777777778
"184",-41.3906488888889,-71.5633777777778
"185",-41.3907911111111,-71.5635911111111
"186",-41.39072,-71.5633777777778
"187",-41.3906488888889,-71.56352
"188",-41.3904355555556,-71.5618133333333
"189",-41.3898666666667,-71.5613155555556
"190",-41.3912177777778,-71.5628088888889
"191",-41.3921422222222,-71.5644444444444
"192",-41.3929244444444,-71.56544
"193",-41.3935644444444,-71.5656533333333
"194",-41.3942755555556,-71.5665777777778
"195",-41.39456,-71.5663644444444
"196",-41.3947022222222,-71.5665777777778
"197",-41.3946311111111,-71.5662222222222
"198",-41.3947022222222,-71.5661511111111
"199",-41.39456,-71.5658666666667
"200",-41.3947733333333,-71.5663644444444
"201",-41.3946311111111,-71.5663644444444
"202",-41.39456,-71.5663644444444
"203",-41.3947733333333,-71.5662933333333
"204",-41.39456,-71.56608
"205",-41.3947022222222,-71.5662933333333
"206",-41.3944888888889,-71.5663644444444
"207",-41.3947733333333,-71.5662933333333
"208",-41.3944177777778,-71.5665777777778
"209",-41.3944177777778,-71.5663644444444
"210",-41.3942044444444,-71.5660088888889
"211",-41.3935644444444,-71.5650133333333
"212",-41.3927111111111,-71.5646577777778
"213",-41.3922844444444,-71.5646577777778
"214",-41.3912888888889,-71.5648711111111
"215",-41.3917155555556,-71.5652266666667
"216",-41.3919288888889,-71.5659377777778
"217",-41.3922133333333,-71.5657955555556
"218",-41.3918577777778,-71.56544
"219",-41.3924977777778,-71.5659377777778
"220",-41.3924977777778,-71.5659377777778
"221",-41.3927111111111,-71.5649422222222
"222",-41.3922844444444,-71.5656533333333
"223",-41.3909333333333,-71.5658666666667
"224",-41.3905066666667,-71.5662933333333
"225",-41.3905066666667,-71.5663644444444
"226",-41.3899377777778,-71.5666488888889
"227",-41.3906488888889,-71.5663644444444
"228",-41.3906488888889,-71.5674311111111
"229",-41.3910044444444,-71.5675022222222
"230",-41.3906488888889,-71.56736
"231",-41.3897244444444,-71.5665066666667
"232",-41.3905066666667,-71.5653688888889
"233",-41.3906488888889,-71.5638755555556
"234",-41.39008,-71.5648
"235",-41.3866666666667,-71.5655822222222
"236",-41.3861688888889,-71.5650133333333
"237",-41.3860977777778,-71.5649422222222
"238",-41.3860266666667,-71.5652266666667
"239",-41.3860266666667,-71.56544
"240",-41.3860977777778,-71.5651555555555
"241",-41.38624,-71.5653688888889
"242",-41.3861688888889,-71.5652977777778
"243",-41.3861688888889,-71.56544
"244",-41.3860266666667,-71.5652977777778
"245",-41.3860266666667,-71.5653688888889
"246",-41.3859555555556,-71.5653688888889
"247",-41.3859555555556,-71.5653688888889
"248",-41.3860266666667,-71.5653688888889
"249",-41.38624,-71.5655111111111
"250",-41.3860266666667,-71.5653688888889
"251",-41.3859555555556,-71.5653688888889
"252",-41.3858844444444,-71.5653688888889
"253",-41.3859555555556,-71.5652977777778
"254",-41.3860977777778,-71.5653688888889
"255",-41.3860266666667,-71.5653688888889
"256",-41.3857422222222,-71.56608
"257",-41.3848177777778,-71.56672
"258",-41.3833244444444,-71.5659377777778
"259",-41.3833244444444,-71.5663644444444
"260",-41.3826133333333,-71.5662222222222
"261",-41.3828266666667,-71.5657244444444
"262",-41.3835377777778,-71.5662222222222
"263",-41.3838222222222,-71.5663644444444
"264",-41.3838222222222,-71.5659377777778
"265",-41.3838222222222,-71.56608
"266",-41.3836088888889,-71.5661511111111
"267",-41.3837511111111,-71.5661511111111
"268",-41.38304,-71.5667911111111
"269",-41.38304,-71.5660088888889
"270",-41.3822577777778,-71.5648
"271",-41.3816177777778,-71.5646577777778
"272",-41.38112,-71.5637333333333
"273",-41.3819022222222,-71.5631644444444
"274",-41.3824,-71.5632355555556
"275",-41.3836088888889,-71.5627377777778
"276",-41.3838222222222,-71.5628088888889
"277",-41.3843911111111,-71.5620266666667
"278",-41.3837511111111,-71.5608177777778
"279",-41.3833955555556,-71.5599644444444
"280",-41.3900088888889,-71.5603911111111
"281",-41.3905066666667,-71.5606755555555
"282",-41.392,-71.5616
"283",-41.392,-71.5614577777778
"284",-41.392,-71.5613866666667
"285",-41.392,-71.5615288888889
"286",-41.392,-71.5613155555556
"287",-41.3919288888889,-71.5613866666667
"288",-41.3920711111111,-71.5613155555556
"289",-41.3921422222222,-71.5615288888889
"290",-41.3922133333333,-71.5613866666667
"291",-41.3920711111111,-71.5611733333333
"292",-41.3919288888889,-71.5615288888889
"293",-41.3920711111111,-71.5613155555556
"294",-41.392,-71.5613155555556
"295",-41.392,-71.5615288888889
"296",-41.392,-71.5613866666667
"297",-41.392,-71.5614577777778
"298",-41.392,-71.5615288888889
"299",-41.3921422222222,-71.5611733333333
"300",-41.392,-71.5615288888889
"301",-41.3917155555556,-71.5607466666667
"302",-41.3910755555556,-71.5599644444444
"303",-41.3892266666667,-71.5601066666667
"304",-41.3822577777778,-71.56032
"305",-41.3819022222222,-71.5610311111111
"306",-41.38048,-71.5612444444444
"307",-41.3799111111111,-71.5611022222222
"308",-41.3799822222222,-71.5605333333333
"309",-41.3796266666667,-71.5610311111111
"310",-41.3799111111111,-71.56096
"311",-41.37984,-71.5608888888889
"312",-41.3802666666667,-71.5604622222222
"313",-41.38048,-71.5602488888889
"314",-41.3801955555556,-71.5604622222222
"315",-41.3801244444444,-71.5606044444444
"316",-41.3803377777778,-71.5606755555555
"317",-41.3800533333333,-71.5612444444444
"318",-41.3805511111111,-71.5606755555555
"319",-41.3806222222222,-71.5606044444444
"320",-41.3808355555556,-71.56096
"321",-41.37984,-71.5615288888889
"322",-41.3795555555556,-71.5611022222222
"323",-41.3793422222222,-71.56096
"324",-41.3787733333333,-71.5612444444444
"325",-41.3793422222222,-71.5607466666667
"326",-41.3782755555556,-71.5610311111111
"327",-41.3782044444444,-71.5612444444444
"328",-41.3782044444444,-71.5611022222222
"329",-41.3779911111111,-71.5611733333333
"330",-41.3780622222222,-71.5610311111111
"331",-41.3781333333333,-71.5610311111111
"332",-41.3782044444444,-71.5608888888889
"333",-41.3781333333333,-71.5612444444444
"334",-41.3781333333333,-71.5611022222222
"335",-41.3782044444444,-71.5610311111111
"336",-41.3781333333333,-71.5610311111111
"337",-41.3782044444444,-71.5610311111111
"338",-41.3782044444444,-71.5610311111111
"339",-41.3780622222222,-71.5610311111111
"340",-41.3779911111111,-71.5608888888889
"341",-41.3781333333333,-71.5610311111111
"342",-41.3780622222222,-71.5610311111111
"343",-41.3781333333333,-71.5611022222222
"344",-41.3781333333333,-71.56096
"345",-41.3780622222222,-71.56096
"346",-41.3782755555556,-71.5608177777778
"347",-41.3788444444444,-71.5607466666667
"348",-41.3789155555556,-71.56032
"349",-41.3813333333333,-71.5597511111111
"350",-41.3806933333333,-71.5598222222222
"351",-41.3806222222222,-71.5602488888889
"352",-41.3805511111111,-71.5599644444444
"353",-41.3806222222222,-71.5598222222222
"354",-41.3809066666667,-71.5601777777778
"355",-41.3806933333333,-71.5593955555556
"356",-41.3809777777778,-71.5594666666667
"357",-41.3797688888889,-71.5593244444444
"358",-41.3784888888889,-71.5592533333333
"359",-41.3788444444444,-71.5594666666667
"360",-41.3792711111111,-71.5592533333333
"361",-41.3792,-71.55968
"362",-41.3793422222222,-71.55968
"363",-41.3799111111111,-71.5584711111111
"364",-41.3793422222222,-71.5587555555555
"365",-41.3811911111111,-71.5594666666667
"366",-41.3811911111111,-71.55968
"367",-41.3806933333333,-71.5601777777778
"368",-41.3801955555556,-71.5606044444444
"369",-41.3800533333333,-71.5605333333333
"370",-41.3799822222222,-71.5594666666667
"371",-41.37984,-71.5594666666667
"372",-41.3791288888889,-71.5595377777778
"373",-41.3797688888889,-71.5596088888889
"374",-41.3794844444444,-71.5594666666667
"375",-41.3796266666667,-71.55904
"376",-41.3796266666667,-71.5589688888889
"377",-41.3799111111111,-71.5586133333333
"378",-41.3796266666667,-71.5586844444444
"379",-41.3796266666667,-71.5589688888889
"380",-41.3794844444444,-71.5593244444444
"381",-41.3794133333333,-71.55968
"382",-41.3795555555556,-71.5591822222222
"383",-41.3794133333333,-71.5588977777778
"384",-41.3796977777778,-71.5589688888889
"385",-41.3796266666667,-71.55904
"386",-41.3790577777778,-71.5588977777778
"387",-41.3796266666667,-71.5593955555556
"388",-41.3792711111111,-71.55904
"389",-41.3786311111111,-71.5591111111111
"390",-41.3790577777778,-71.5595377777778
"391",-41.3808355555556,-71.5595377777778
"392",-41.3811911111111,-71.5593955555556
"393",-41.3838222222222,-71.5602488888889
"394",-41.3833955555556,-71.5603911111111
"395",-41.3829688888889,-71.55968
"396",-41.3833244444444,-71.5593955555556
"397",-41.3834666666667,-71.5597511111111
"398",-41.3832533333333,-71.5600355555556
"399",-41.3834666666667,-71.5594666666667
"400",-41.3831822222222,-71.5595377777778
"401",-41.3831822222222,-71.5593244444444
"402",-41.3837511111111,-71.5600355555556
"403",-41.3841066666667,-71.5599644444444
"404",-41.3841066666667,-71.5594666666667
"405",-41.3840355555556,-71.5601066666667
"406",-41.3848177777778,-71.5601777777778
"407",-41.3846755555556,-71.5602488888889
"408",-41.3819733333333,-71.5600355555556
"409",-41.3828266666667,-71.5593955555556
"410",-41.3818311111111,-71.5588977777778
"411",-41.3809777777778,-71.5593244444444
"412",-41.3791288888889,-71.5597511111111
"413",-41.3796977777778,-71.55904
"414",-41.3797688888889,-71.5592533333333
"415",-41.3796977777778,-71.5591822222222
"416",-41.3796977777778,-71.55904
"417",-41.3800533333333,-71.5594666666667
"418",-41.3799822222222,-71.5595377777778
"419",-41.3801955555556,-71.5595377777778
"420",-41.3796977777778,-71.5592533333333
"421",-41.3796977777778,-71.5591822222222
"422",-41.3796977777778,-71.55904
"423",-41.3796266666667,-71.5592533333333
"424",-41.3805511111111,-71.5593955555556
"425",-41.3814755555556,-71.5597511111111
"426",-41.3821866666667,-71.5601066666667
"427",-41.3826133333333,-71.5594666666667
"428",-41.3825422222222,-71.5596088888889
"429",-41.3825422222222,-71.5591111111111
"430",-41.3821866666667,-71.5588977777778
"431",-41.3824,-71.5591822222222
"432",-41.3822577777778,-71.55968
"433",-41.3828266666667,-71.5593244444444
"434",-41.3827555555556,-71.5594666666667
"435",-41.38368,-71.55968
"436",-41.3833955555556,-71.5598933333333
"437",-41.3838222222222,-71.5607466666667
"438",-41.3837511111111,-71.5610311111111
"439",-41.3825422222222,-71.5604622222222
"440",-41.3799111111111,-71.5592533333333
"441",-41.3792711111111,-71.5589688888889
"442",-41.3787022222222,-71.5593244444444
"443",-41.3794133333333,-71.5588266666667
"444",-41.3797688888889,-71.5582577777778
"445",-41.3808355555556,-71.5586844444444
"446",-41.3799822222222,-71.5588266666667
"447",-41.3801955555556,-71.5592533333333
"448",-41.3801955555556,-71.5586844444444
"449",-41.3801955555556,-71.5586133333333
"450",-41.3801244444444,-71.5586133333333
"451",-41.3801244444444,-71.5586133333333
"452",-41.3799822222222,-71.5586133333333
"453",-41.3796266666667,-71.5591111111111
"454",-41.37984,-71.5586133333333
"455",-41.3797688888889,-71.5584
"456",-41.3799111111111,-71.5585422222222
"457",-41.3799111111111,-71.5583288888889
"458",-41.3799111111111,-71.5584711111111
"459",-41.3800533333333,-71.5586844444444
"460",-41.3799822222222,-71.5586133333333
"461",-41.3802666666667,-71.5583288888889
"462",-41.3806933333333,-71.5575466666667
"463",-41.38112,-71.5575466666667
"464",-41.3819733333333,-71.5576888888889
"465",-41.3820444444444,-71.5585422222222
"466",-41.3819733333333,-71.5592533333333
"467",-41.3819733333333,-71.5595377777778
"468",-41.3818311111111,-71.5598222222222
"469",-41.3814755555556,-71.5592533333333
"470",-41.3808355555556,-71.5599644444444
"471",-41.3807644444444,-71.5601066666667
"472",-41.38048,-71.5595377777778
"473",-41.3806222222222,-71.5596088888889
"474",-41.3810488888889,-71.5592533333333
"475",-41.3823288888889,-71.5593244444444
"476",-41.3824,-71.5594666666667
"477",-41.3824,-71.5591822222222
"478",-41.3820444444444,-71.5588266666667
"479",-41.3795555555556,-71.55904
"480",-41.3782755555556,-71.5598222222222
"481",-41.3784177777778,-71.5601777777778
"482",-41.3788444444444,-71.5605333333333
"483",-41.3789866666667,-71.5613155555556
"484",-41.3784888888889,-71.5612444444444
"485",-41.3782044444444,-71.5606755555555
"486",-41.3782755555556,-71.5610311111111
"487",-41.3782755555556,-71.5611022222222
"488",-41.3781333333333,-71.5613866666667
"489",-41.3780622222222,-71.5614577777778
"490",-41.3780622222222,-71.5608888888889
"491",-41.3782044444444,-71.56096
"492",-41.3782755555556,-71.5613155555556
"493",-41.3782755555556,-71.5610311111111
"494",-41.3782044444444,-71.5608888888889
"495",-41.37728,-71.5612444444444
"496",-41.3783466666667,-71.5610311111111
"497",-41.3792,-71.5613155555556
"498",-41.3784177777778,-71.5613155555556
"499",-41.3787022222222,-71.5625244444444
"500",-41.37856,-71.5628088888889
"501",-41.3786311111111,-71.5625244444444
"502",-41.3790577777778,-71.56224
"503",-41.3787733333333,-71.5629511111111
"504",-41.3783466666667,-71.5625244444444
"505",-41.3781333333333,-71.5626666666667
"506",-41.3787733333333,-71.5623111111111
"507",-41.3777777777778,-71.5633777777778
"508",-41.3799111111111,-71.5645866666667
"509",-41.3796266666667,-71.56416
"510",-41.3795555555556,-71.56416
"511",-41.3796977777778,-71.5642311111111
"512",-41.3812622222222,-71.5646577777778
"513",-41.3815466666667,-71.5645155555556
"514",-41.3824,-71.5656533333333
"515",-41.3829688888889,-71.5665777777778
"516",-41.3831822222222,-71.5670044444444
"517",-41.38304,-71.5661511111111
"518",-41.3821155555556,-71.5652977777778
"519",-41.38304,-71.5662933333333
"520",-41.3829688888889,-71.5662222222222
"521",-41.3829688888889,-71.5660088888889
"522",-41.3826844444444,-71.5663644444444
"523",-41.3826844444444,-71.5667911111111
"524",-41.3829688888889,-71.5670044444444
"525",-41.3828266666667,-71.5658666666667
"526",-41.3828977777778,-71.5660088888889
"527",-41.3828266666667,-71.5660088888889
"528",-41.3828266666667,-71.5660088888889
"529",-41.3828977777778,-71.5660088888889
"530",-41.3827555555556,-71.5659377777778
"531",-41.3826133333333,-71.56608
"532",-41.3828977777778,-71.5659377777778
"533",-41.3828977777778,-71.5660088888889
"534",-41.3828977777778,-71.5660088888889
"535",-41.3828977777778,-71.5657955555556
"536",-41.3828266666667,-71.56672
"537",-41.3825422222222,-71.5674311111111
"538",-41.3825422222222,-71.5672888888889
"539",-41.38304,-71.5672177777778
"540",-41.3837511111111,-71.5691377777778
"541",-41.3840355555556,-71.5694222222222
"542",-41.3846044444444,-71.5694933333333
"543",-41.3853155555556,-71.56864
"544",-41.3843911111111,-71.5689244444444
"545",-41.3845333333333,-71.5689955555555
"546",-41.3846755555556,-71.5694222222222
"547",-41.3842488888889,-71.5693511111111
"548",-41.38368,-71.5692088888889
"549",-41.3840355555556,-71.5691377777778
"550",-41.3848888888889,-71.5688533333333
"551",-41.3853155555556,-71.5689955555555
"552",-41.3856,-71.5672888888889
"553",-41.3846044444444,-71.5669333333333
"554",-41.3804088888889,-71.5655111111111
"555",-41.3796977777778,-71.5632355555556
"556",-41.3796266666667,-71.5631644444444
"557",-41.3800533333333,-71.5630933333333
"558",-41.3797688888889,-71.5633066666667
"559",-41.3809066666667,-71.5635911111111
"560",-41.3809066666667,-71.5647288888889
"561",-41.3814755555556,-71.5645155555556
"562",-41.3816888888889,-71.5643733333333
"563",-41.3810488888889,-71.5646577777778
"564",-41.3807644444444,-71.5645155555556
"565",-41.3810488888889,-71.5645866666667
"566",-41.38112,-71.5643733333333
"567",-41.3811911111111,-71.5645155555556
"568",-41.3806222222222,-71.5644444444444
"569",-41.3806933333333,-71.5642311111111
"570",-41.3806933333333,-71.5643022222222
"571",-41.3806933333333,-71.5643022222222
"572",-41.3806222222222,-71.5643022222222
"573",-41.3807644444444,-71.5643022222222
"574",-41.3807644444444,-71.5643733333333
"575",-41.3806933333333,-71.5643022222222
"576",-41.3806933333333,-71.5643022222222
"577",-41.3807644444444,-71.5642311111111
"578",-41.3807644444444,-71.5643733333333
"579",-41.3806933333333,-71.5642311111111
"580",-41.3806933333333,-71.5643022222222
"581",-41.3807644444444,-71.5645866666667
"582",-41.3804088888889,-71.5651555555555
"583",-41.3791288888889,-71.56608
"584",-41.3788444444444,-71.5655822222222
"585",-41.3784888888889,-71.5650844444444
"586",-41.3782755555556,-71.5657955555556
"587",-41.3796977777778,-71.5665777777778
"588",-41.3793422222222,-71.5661511111111
"589",-41.3790577777778,-71.5665066666667
"590",-41.3794844444444,-71.56672
"591",-41.3794844444444,-71.5665066666667
"592",-41.3794133333333,-71.5664355555556
"593",-41.3794133333333,-71.5663644444444
"594",-41.3793422222222,-71.5665777777778
"595",-41.37984,-71.5665777777778
"596",-41.3791288888889,-71.5662933333333
"597",-41.3801955555556,-71.5665066666667
"598",-41.3819733333333,-71.5677866666667
"599",-41.3813333333333,-71.5675733333333
"600",-41.38112,-71.5683555555556
"601",-41.38112,-71.5674311111111
"602",-41.3814044444444,-71.5675733333333
"603",-41.3815466666667,-71.5681422222222
"604",-41.3831111111111,-71.5666488888889
"605",-41.3829688888889,-71.5665777777778
"606",-41.3833244444444,-71.5664355555556
"607",-41.3837511111111,-71.5670044444444
"608",-41.3836088888889,-71.5668622222222
"609",-41.38304,-71.5659377777778
"610",-41.3828977777778,-71.5658666666667
"611",-41.3828977777778,-71.5659377777778
"612",-41.3827555555556,-71.56608
"613",-41.3828266666667,-71.5660088888889
"614",-41.3828266666667,-71.5656533333333
"615",-41.3828977777778,-71.5657244444444
"616",-41.3828266666667,-71.5656533333333
"617",-41.3828266666667,-71.5656533333333
"618",-41.3828266666667,-71.5657955555556
"619",-41.3828977777778,-71.5657244444444
"620",-41.3828977777778,-71.5657955555556
"621",-41.3828266666667,-71.5657955555556
"622",-41.3827555555556,-71.5655822222222
"623",-41.3827555555556,-71.5656533333333
"624",-41.3832533333333,-71.5660088888889
"625",-41.3829688888889,-71.5669333333333
"626",-41.3832533333333,-71.56736
"627",-41.3836088888889,-71.5667911111111
"628",-41.3848888888889,-71.5664355555556
"629",-41.3845333333333,-71.5670755555555
"630",-41.38432,-71.56672
"631",-41.3847466666667,-71.5667911111111
"632",-41.3846755555556,-71.5668622222222
"633",-41.3845333333333,-71.5667911111111
"634",-41.38304,-71.5666488888889
"635",-41.3833244444444,-71.5667911111111
"636",-41.3824,-71.5675022222222
"637",-41.3831111111111,-71.5670044444444
"638",-41.3829688888889,-71.5660088888889
"639",-41.3829688888889,-71.5660088888889
"640",-41.3824,-71.5650133333333
"641",-41.3810488888889,-71.5648711111111
"642",-41.3796977777778,-71.5646577777778
"643",-41.3795555555556,-71.5643022222222
"644",-41.37792,-71.5634488888889
"645",-41.3778488888889,-71.5623111111111
"646",-41.3775644444444,-71.5616
"647",-41.3783466666667,-71.5607466666667
"648",-41.3787022222222,-71.5602488888889
"649",-41.3787733333333,-71.5593244444444
"650",-41.3793422222222,-71.5588977777778
"651",-41.3801244444444,-71.5585422222222
"652",-41.3800533333333,-71.5586133333333
"653",-41.3799111111111,-71.5587555555555
"654",-41.3796977777778,-71.5588266666667
"655",-41.3794844444444,-71.5588977777778
"656",-41.3795555555556,-71.55904
"657",-41.3797688888889,-71.55904
"658",-41.37984,-71.5587555555555
"659",-41.3800533333333,-71.5586133333333
"660",-41.3797688888889,-71.5588266666667
"661",-41.3796266666667,-71.5588266666667
"662",-41.3794844444444,-71.5586844444444
"663",-41.3792711111111,-71.5592533333333
"664",-41.3801244444444,-71.5593955555556
"665",-41.3809066666667,-71.5594666666667
"666",-41.38112,-71.5596088888889
"667",-41.3813333333333,-71.5592533333333
"668",-41.3826133333333,-71.5597511111111
"669",-41.38368,-71.5593955555556
"670",-41.3832533333333,-71.5591111111111
"671",-41.3836088888889,-71.5586844444444
"672",-41.3836088888889,-71.5587555555555
"673",-41.3826844444444,-71.5591111111111
"674",-41.3828977777778,-71.5594666666667
"675",-41.3816888888889,-71.5594666666667
"676",-41.38048,-71.5598933333333
"677",-41.3794133333333,-71.5589688888889
"678",-41.37984,-71.5593955555556
"679",-41.3795555555556,-71.5591111111111
"680",-41.37984,-71.5592533333333
"681",-41.37984,-71.5595377777778
"682",-41.3796266666667,-71.5592533333333
"683",-41.3797688888889,-71.5592533333333
"684",-41.3801244444444,-71.5591822222222
"685",-41.3802666666667,-71.5591111111111
"686",-41.3801244444444,-71.55904
"687",-41.3803377777778,-71.55904
"688",-41.3810488888889,-71.5593244444444
"689",-41.3815466666667,-71.5595377777778
